# timestamp x y z qx qy qz qw latency
0.000000000 0.667596677 1.773323674 -0.003850474 -0.678677071 0.211020915 -0.166738913 0.683422082 0.000000000
0.103735900 0.901501245 2.169403879 -0.073123700 -0.674112572 0.213947362 -0.170007029 0.686218898 0.000000000
0.207338100 1.251571517 2.770570290 -0.113932778 -0.670403026 0.215953837 -0.172817302 0.688518629 0.000000000
0.311075200 1.631389395 3.434168626 -0.149042114 -0.667155207 0.217675385 -0.175103393 0.690550620 0.000000000
0.414691700 2.013891602 4.106186016 -0.198413843 -0.664433447 0.218917430 -0.176934395 0.692313204 0.000000000
0.518430200 2.394704644 4.779829968 -0.257903790 -0.662153792 0.219944035 -0.178242539 0.693834688 0.000000000
0.622044800 2.778036163 5.460821735 -0.324881471 -0.660289937 0.220579363 -0.179167747 0.695169664 0.000000000
0.725797700 3.160412881 6.150758056 -0.392245126 -0.658872365 0.220814740 -0.179733588 0.696292966 0.000000000
0.829419900 3.546654443 6.852936809 -0.449572183 -0.657969561 0.220812023 -0.179812602 0.697126628 0.000000000
0.933146700 3.934102763 7.563999574 -0.494534330 -0.657566308 0.220611096 -0.179385222 0.697680613 0.000000000
1.036910000 4.322080563 8.286456850 -0.520796446 -0.657645293 0.220235214 -0.178522780 0.697946084 0.000000000
1.140497000 4.710158169 9.011981365 -0.533270430 -0.658063291 0.219570908 -0.177355221 0.698059057 0.000000000
1.244242000 5.096702280 9.744007653 -0.535334462 -0.658824835 0.218715849 -0.175828832 0.697995298 0.000000000
1.347979000 5.486594775 10.479627738 -0.529962013 -0.659894898 0.217712565 -0.173885502 0.697784920 0.000000000
1.451596000 5.883208440 11.220250733 -0.519216906 -0.661341306 0.216500137 -0.171568470 0.697366208 0.000000000
1.555212000 6.282874422 11.968106065 -0.502693154 -0.662575771 0.215067766 -0.169354862 0.697178697 0.000000000
1.658960000 6.680245733 12.726277704 -0.485928412 -0.664666179 0.213361723 -0.166412201 0.696421298 0.000000000
1.762569000 7.079235288 13.490356508 -0.471016301 -0.666201664 0.211399198 -0.163903091 0.696147612 0.000000000
1.866302000 7.477693125 14.264913787 -0.459300478 -0.668403971 0.209976866 -0.161432185 0.695043521 0.000000000
1.969923000 7.880174792 15.052241117 -0.450500772 -0.669616357 0.208928579 -0.160197632 0.694477863 0.000000000
2.073666000 8.283074295 15.844593044 -0.438070895 -0.670132283 0.208314219 -0.159436528 0.694339904 0.000000000
2.177281000 8.688059235 16.640699271 -0.427027864 -0.670893362 0.207708661 -0.158610658 0.693975409 0.000000000
2.281017000 9.099960265 17.444885784 -0.415132757 -0.671569361 0.206742692 -0.157620092 0.693835686 0.000000000
2.384639000 9.513892866 18.251439183 -0.403704077 -0.672065731 0.205617786 -0.156368443 0.693972542 0.000000000
2.488250000 9.928897200 19.063843407 -0.394811707 -0.672350102 0.204286543 -0.155242100 0.694343027 0.000000000
2.591988000 10.354303979 19.879930879 -0.391643088 -0.672902227 0.203662043 -0.154792729 0.694091908 0.000000000
2.695832000 10.779380043 20.706063109 -0.385022778 -0.673766033 0.203791567 -0.155262200 0.693110365 0.000000000
2.799367000 11.202047633 21.536232843 -0.377316749 -0.674594239 0.203777656 -0.156110537 0.692117605 0.000000000
2.903084000 11.631193474 22.372785583 -0.370671453 -0.675009175 0.203106558 -0.156930470 0.691724777 0.000000000
3.006768000 12.065113146 23.213920613 -0.365448193 -0.675804902 0.201989001 -0.157034842 0.691251210 0.000000000
3.110441000 12.500137346 24.055180338 -0.364039041 -0.676787666 0.200157511 -0.156214485 0.691008292 0.000000000
3.214057000 12.935297862 24.896423904 -0.366202145 -0.677904300 0.197571553 -0.154457884 0.691052823 0.000000000
3.317669000 13.381585221 25.748651097 -0.373917683 -0.678442898 0.195402750 -0.153388849 0.691378956 0.000000000
3.421285000 13.828879149 26.604419519 -0.382703677 -0.678068738 0.194818979 -0.153690669 0.691843573 0.000000000
3.524925000 14.281586022 27.465371409 -0.381543784 -0.677571561 0.195798168 -0.154692040 0.691831070 0.000000000
3.628545000 14.734421317 28.322038430 -0.374605801 -0.676531754 0.196621267 -0.155267840 0.692485929 0.000000000
3.732256000 15.193995513 29.181156956 -0.366240785 -0.674696140 0.196234244 -0.154765216 0.694496198 0.000000000
3.835871000 15.658963103 30.037571871 -0.360886930 -0.674509039 0.195290717 -0.152653391 0.695410695 0.000000000
3.939488000 16.117186060 30.906026392 -0.363816690 -0.675271330 0.194246143 -0.150086422 0.695522201 0.000000000
4.043107000 16.578285521 31.782441755 -0.368557555 -0.675880602 0.193929654 -0.148190097 0.695425335 0.000000000
4.146888000 17.037130088 32.653601468 -0.363400886 -0.676185393 0.194698737 -0.147907892 0.694974080 0.000000000
4.250460000 17.488953216 33.531119110 -0.351777020 -0.677142940 0.195877072 -0.147940578 0.693702527 0.000000000
4.354202000 17.940376341 34.413798481 -0.343063476 -0.677347033 0.196397930 -0.147631158 0.693421871 0.000000000
4.457940000 18.389054171 35.287868750 -0.333435693 -0.677705266 0.196959172 -0.147483792 0.692943856 0.000000000
4.561559000 18.837773625 36.166766169 -0.327201582 -0.678045787 0.197994545 -0.148391791 0.692121339 0.000000000
4.665293000 19.289701631 37.054526752 -0.322339257 -0.679797429 0.198308318 -0.148010062 0.690392850 0.000000000
4.768912000 19.734634605 37.946669979 -0.321884654 -0.680365249 0.198033380 -0.147720383 0.689974345 0.000000000
4.872532000 20.181006072 38.829860932 -0.320083256 -0.680929562 0.196923564 -0.146879983 0.689914713 0.000000000
4.976146000 20.623436122 39.715536683 -0.326399864 -0.682016304 0.195655044 -0.145849133 0.689420696 0.000000000
5.079909000 21.066401542 40.608053560 -0.329555833 -0.682185823 0.195172523 -0.145210884 0.689524466 0.000000000
5.183503000 21.513581262 41.496279694 -0.332961999 -0.681706635 0.195232286 -0.145108057 0.690002950 0.000000000
5.287117000 21.959365089 42.373395724 -0.335664995 -0.682074162 0.195294274 -0.144773237 0.689692463 0.000000000
5.390861000 22.399136481 43.248717009 -0.327875871 -0.683554143 0.194291631 -0.143450382 0.688786239 0.000000000
5.494473000 22.835218571 44.122937903 -0.329361589 -0.684047380 0.192510986 -0.141786581 0.689140963 0.000000000
5.598233000 23.269591734 44.989988438 -0.335214784 -0.684181719 0.192060870 -0.141500400 0.689192016 0.000000000
5.701829000 23.705110500 45.861491921 -0.335922501 -0.683842203 0.192731492 -0.142647177 0.689105359 0.000000000
5.805571000 24.138532348 46.729389896 -0.327490647 -0.683162796 0.193084262 -0.143485597 0.689506306 0.000000000
5.909185000 24.573671782 47.586533349 -0.319531398 -0.682696355 0.192893043 -0.143703795 0.689976217 0.000000000
6.012921000 25.003305870 48.440718029 -0.311313512 -0.682100491 0.192280624 -0.143436803 0.690791550 0.000000000
6.116541000 25.433939541 49.287201861 -0.304512919 -0.681580003 0.191505090 -0.142723668 0.691667878 0.000000000
6.220278000 25.866870987 50.132417305 -0.301304638 -0.681061308 0.191585886 -0.142337871 0.692235706 0.000000000
6.323895000 26.296540378 50.981468176 -0.298880261 -0.680004587 0.192796318 -0.143049716 0.692791542 0.000000000
6.427659000 26.728217920 51.827263267 -0.291520556 -0.679836638 0.194328361 -0.143979620 0.692335542 0.000000000
6.531383000 27.161195269 52.672642366 -0.287740780 -0.680515801 0.194913785 -0.143817522 0.691536971 0.000000000
6.634992000 27.582983866 53.507190346 -0.285112333 -0.681416730 0.194521319 -0.142070468 0.691121320 0.000000000
6.738741000 27.989688643 54.337863566 -0.288931117 -0.682411138 0.192417854 -0.138927301 0.691367929 0.000000000
6.842350000 28.392291439 55.167349241 -0.296689209 -0.683281796 0.190564412 -0.136582434 0.691488562 0.000000000
6.945963000 28.786644394 55.984079678 -0.304603747 -0.684407187 0.190795369 -0.136118824 0.690402488 0.000000000
7.049705000 29.172264468 56.790494820 -0.303165427 -0.685128034 0.191612914 -0.136606014 0.689364102 0.000000000
7.153323000 29.549449379 57.584480302 -0.291189322 -0.686046812 0.192198824 -0.136722984 0.688263183 0.000000000
7.256934000 29.925795002 58.365931340 -0.279945148 -0.686215051 0.191700307 -0.136330098 0.688312429 0.000000000
7.360549000 30.294741531 59.135936911 -0.271536338 -0.686527082 0.191740687 -0.136076787 0.688040103 0.000000000
7.464167000 30.658794829 59.899516110 -0.259002006 -0.686834488 0.191529417 -0.135760700 0.687854564 0.000000000
7.567786000 31.019491986 60.649899806 -0.246951483 -0.686769681 0.191499666 -0.135652896 0.687948817 0.000000000
7.671396000 31.373688567 61.385129242 -0.238859608 -0.686577064 0.191393115 -0.135642602 0.688172721 0.000000000
7.775144000 31.717678941 62.112037336 -0.233375327 -0.687108870 0.191747502 -0.135816548 0.687508662 0.000000000
7.878754000 32.053999356 62.826628145 -0.227714877 -0.687393586 0.192624611 -0.136805698 0.686782366 0.000000000
7.982493000 32.382587047 63.532720120 -0.222693248 -0.688367766 0.192918961 -0.136733295 0.685737632 0.000000000
8.086111000 32.697914083 64.213404458 -0.216171598 -0.689661232 0.191311635 -0.135073051 0.685217130 0.000000000
8.189849000 33.003341201 64.876810674 -0.212390993 -0.690244082 0.188303930 -0.132569863 0.685951870 0.000000000
8.293470000 33.306022987 65.521830455 -0.208510910 -0.690291829 0.186131744 -0.130829814 0.686830201 0.000000000
8.397102000 33.600553432 66.150532810 -0.212835219 -0.690346783 0.184825884 -0.130569306 0.687177101 0.000000000
8.500847000 33.880325541 66.769298454 -0.216985104 -0.690662211 0.185253529 -0.131658184 0.686536935 0.000000000
8.604438000 34.151079411 67.370638157 -0.203279009 -0.690489031 0.185397904 -0.132453485 0.686519184 0.000000000
8.708175000 34.416024527 67.950530356 -0.186620815 -0.689468398 0.183878287 -0.131935078 0.688051770 0.000000000
8.811795000 34.682700842 68.509527071 -0.170013116 -0.687232119 0.181495711 -0.131435622 0.691010853 0.000000000
8.915403000 34.948882410 69.050348835 -0.160292407 -0.686020951 0.178798260 -0.130664385 0.693060788 0.000000000
9.019162000 35.209405681 69.579108299 -0.156550149 -0.686621993 0.177448313 -0.131479204 0.692658324 0.000000000
9.122890000 35.456362166 70.096895076 -0.147514814 -0.688078880 0.177021501 -0.133616337 0.690910644 0.000000000
9.226512000 35.691147583 70.602631456 -0.138563691 -0.687801982 0.176619012 -0.136590227 0.690707802 0.000000000
9.330247000 35.930068382 71.090488019 -0.132556664 -0.686584830 0.176132831 -0.140193370 0.691320705 0.000000000
9.433986000 36.174288214 71.564092167 -0.118182925 -0.685789277 0.175212123 -0.144373869 0.691483886 0.000000000
9.537749000 36.415376433 72.020449998 -0.102503592 -0.687374294 0.172652979 -0.147501641 0.689891872 0.000000000
9.641587000 36.650114967 72.468071302 -0.096435128 -0.690076265 0.169484033 -0.151891090 0.687021840 0.000000000
9.745342000 36.879852651 72.902794853 -0.094313880 -0.692557076 0.165930728 -0.157849320 0.684043333 0.000000000
9.849229000 37.120089324 73.320381201 -0.097502193 -0.693380990 0.161560950 -0.165487599 0.682447592 0.000000000
9.953059000 37.369604054 73.714243265 -0.100631991 -0.693552568 0.156772371 -0.174737319 0.681083056 0.000000000
10.056930000 37.632978011 74.090474284 -0.101491483 -0.694233329 0.152131943 -0.185130738 0.678691805 0.000000000
10.160830000 37.905859114 74.443012596 -0.100830985 -0.695249211 0.147388886 -0.196513633 0.675490521 0.000000000
10.264660000 38.195323504 74.778832699 -0.102978195 -0.696430090 0.142123479 -0.209087895 0.671616184 0.000000000
10.368670000 38.495154290 75.103247814 -0.108953651 -0.697672121 0.136527017 -0.222819611 0.667057273 0.000000000
10.472640000 38.807654449 75.402269409 -0.121133462 -0.698633136 0.130935132 -0.237828654 0.661970743 0.000000000
10.576630000 39.125961884 75.672933749 -0.130113539 -0.700241479 0.124878328 -0.253622173 0.655547914 0.000000000
10.680620000 39.456737411 75.921903457 -0.139250659 -0.701357207 0.118426477 -0.270644215 0.648710218 0.000000000
10.784610000 39.783993278 76.136011766 -0.145369907 -0.701813131 0.112344277 -0.289258251 0.641222861 0.000000000
10.888750000 40.130724758 76.328447017 -0.154255971 -0.702067835 0.107004351 -0.308780962 0.632696722 0.000000000
10.992720000 40.488836976 76.492079307 -0.170074425 -0.701697036 0.102291054 -0.328978214 0.623643443 0.000000000
11.096590000 40.861492741 76.628019091 -0.185700687 -0.700441580 0.098451543 -0.349617884 0.614374659 0.000000000
11.200570000 41.248854219 76.739289713 -0.201639672 -0.698898025 0.096553817 -0.370411113 0.604164314 0.000000000
11.304310000 41.646157171 76.826475951 -0.208405559 -0.696785204 0.096926088 -0.391534212 0.593124501 0.000000000
11.408180000 42.043740836 76.879011583 -0.213720104 -0.694721392 0.099191304 -0.412504059 0.580830159 0.000000000
11.511920000 42.437794761 76.898512310 -0.224113568 -0.691959001 0.102140948 -0.432631624 0.568849580 0.000000000
11.615530000 42.830423038 76.896151231 -0.231676763 -0.688533672 0.105664263 -0.451492115 0.557594222 0.000000000
11.719270000 43.225520037 76.867485825 -0.240185039 -0.684081587 0.110411756 -0.469520944 0.547166985 0.000000000
11.822770000 43.618839237 76.814848023 -0.243097911 -0.680950151 0.118054499 -0.486344314 0.534639351 0.000000000
11.926380000 44.004229119 76.750806766 -0.253000147 -0.678267927 0.127378440 -0.502479692 0.520808518 0.000000000
12.030000000 44.380692439 76.677115042 -0.265283693 -0.674633329 0.137429354 -0.517465539 0.508146102 0.000000000
12.133610000 44.752182797 76.591046297 -0.284471497 -0.668216215 0.147483555 -0.531775612 0.498949286 0.000000000
12.237100000 45.120425153 76.473260021 -0.295072344 -0.659151134 0.158076677 -0.545869095 0.492502261 0.000000000
12.340600000 45.494824349 76.341375793 -0.300504731 -0.651597229 0.172085289 -0.557965300 0.484233858 0.000000000
12.444110000 45.866750534 76.203414770 -0.304810422 -0.646772682 0.187644800 -0.566857574 0.474496595 0.000000000
